,Unnamed: 0,Theme,id,Title,Artist,Album,Lyric,E,I,S,N,F,T,P,J,theme_E,theme_I,theme_S,theme_N,theme_F,theme_T,theme_P,theme_J
1349,1349,잠들기 전,30574256,롤린 (Rollin'),브레이브걸스(Brave Girls),Rollin',그 날을 잊지 못해 babe.날 보며 환히 웃던 너의 미소에.홀린 듯 I'm fall in love.But 너무 쪽팔림에 (난 그저).한마디 말도 못해 babe ..I wanna you 너의 눈빛은 .날 자꾸 네 곁을 맴돌게 해..Just only you 굳게 닫힌 내 맘이 .어느새 무너져버려 Because of you..온통 너의 생각뿐이야 나도 미치겠어.너무 보고 싶어 매일 매일 매일..자꾸 초라해지잖아 내 모습이.그대여 내게 말해줘 사랑한다고..Rollin' Rollin' Rollin' Rollin' .Rollin' Rollin' Rollin' Rollin' .Rollin' Rollin' Rollin' Rollin' .하루가 멀다 하고 Rolling in the deep ..Rollin' Rollin' Rollin' Rollin' .Rollin' Rollin' Rollin' Rollin' .기다리고 있잖아 Babe Just only you..기다리고 있잖아 Babe Just only you..Hey I just wanna be with you.오늘 밤이 가기 전에.I can't feel you 조금 더 다가와 줘 .Tonight I'm ready for you..You wanna touch me I know.대체 뭘 고민해 빨리 안아.아닌 척 모르는 척 하다가.늦게 놓치고 후회 말아..I wanna you 너의 눈빛은 .날 자꾸 네 곁을 맴돌게 해..Just only you 굳게 닫힌 내 맘이 .어느새 무너져버려 Because of you..온통 너의 생각뿐이야 나도 미치겠어.너무 보고 싶어 매일 매일 매일..자꾸 초라해지잖아 내 모습이.그대여 내게 말해줘 사랑한다고..Rollin' Rollin' Rollin' Rollin' .Rollin' Rollin' Rollin' Rollin' .Rollin' Rollin' Rollin' Rollin' .하루가 멀다 하고 Rolling in the deep ..Rollin' Rollin' Rollin' Rollin' .Rollin' Rollin' Rollin' Rollin' .기다리고 있잖아 Babe Just only you..이제 와 숨기려 하지 마요.그대여 아닌 척하지 마요.온종일 난 그대 생각에 잠긴 채로.난 이대로 기다리고 있어요..Rollin' Rollin' Rollin' Rollin' .Rollin' Rollin' Rollin' Rollin' .Rollin' Rollin' Rollin' Rollin' .하루가 멀다 하고 Rolling in the deep ..Rollin' Rollin' Rollin' Rollin' .Rollin' Rollin' Rollin' Rollin' .기다리고 있잖아 Babe Just only you..기다리고 있잖아 Babe Just only you,0.0865214062526822,0.18455560017824174,0.08814078569412231,0.029228152162209153,0.1559730370839437,0.11017169058322906,0.01514924814303716,-0.009708600118756294,-1,1,0,0,1,-1,1,-1
1350,1350,잠들기 전,315876,One Love,엠씨더맥스 (M.C the MAX),M.C The Max!,이젠 내가 돌아서려해.다신 그 사람과 니 앞에서.보이지 않게.이젠 나에게 어떤 바램도.작은 기대조차 할 수 없는 나잖아.하지만 시간이 많이 지난 후에도.나의 숨결 나의 향기 네게 묻어있다면.언제나 힘들던 이룰수없던 사랑.나에게도 너무 큰 아픔이였다면.다시 내게 돌아와.너를 떠나보내고.후회하고 있는 내게.함께 할수 없음이.나에겐 너무도 커다란 아픔인걸 아니.언제나 힘들던 이룰수없던 사랑.너에게도 너무 큰 아픔이였다면 돌아와줘.후회없는 사랑하기 위해.내가 택한 사람은 너뿐야.언젠간 내게 돌아와줄 너잖아.힘든 시간 다 지나고.오랜 간절함에 되찾은.내 마지막 사랑인걸.다시 내게 돌아와.너를 떠나 보내고.후회하고 있는 내게.함께 할 수 없음이.나에겐 너무도 커다란 아픔인걸 아니,0.10486628558933735,0.1633031781435013,0.07374743819236755,0.034799576331675054,0.18561104933420816,0.11860714852809906,-0.03314792116483053,0.00812541072567304,-1,1,0,0,1,-1,1,-1
1351,1351,잠들기 전,31700365,한잔해,박군,한잔해,한잔해 한잔해 한잔해.갈 때까지 달려보자 한잔해.오늘밤 너와 내가 하나되어.달려 달려 달려 달려.한잔해 한잔해 한잔해.갈 때까지 달려보자 한잔해.내가 쏜다 한잔해.월요일은 원래 먹는 날.화요일은 화가 나니까.숙취에 한잔.목이 말라 한잔.금요일은 불금 이니까.밤새도록 한잔 어때요.한잔해 한잔해 한잔해.갈 때까지 달려보자 한잔해.오늘밤 너와 내가 하나되어.달려 달려 달려 달려.한잔해 두잔해 세잔해.갈 때까지 달려보자 한잔해.내가 쏜다 한잔해.삼겹살에 한잔 때리자.치킨에다 한잔 때리자.두부김치 해물파전.시원한 한잔 주세요.밤새도록 한잔 어때요.한잔해 한잔해 한잔해.갈 때까지 달려보자 한잔해.오늘밤 너와 내가 하나되어.달려 달려 달려 달려.한잔해 두잔해 세잔해.갈 때까지 달려보자 한잔해.내가 쏜다 한잔해.한잔해 한잔해 한잔해.갈 때까지 달려보자 한잔해.오늘밤 너와 내가 하나되어.달려 달려 달려 달려.한잔해 두잔해 세잔해.갈 때까지 달려보자 한잔해.내가 쏜다 한잔해,-0.010499453204870224,0.020534539754549042,0.044402241706848145,-0.022273204880952836,0.11935651302337646,0.0628729984164238,0.04323593775431315,-0.027417545517285664,-1,1,0,0,1,-1,1,-1
1352,1352,잠들기 전,2747232,안동역에서,진성,님의 사랑 / 안동역에서,바람에 날려버린 허무한 맹세였나 .첫눈이 내리는 날 안동역 앞에서 .만나자고 약속한 사람 .새벽부터 오는 눈이 무릎까지 덮는데 .안 오는 건지 못 오는 건지 오지 않는 사람아 .안타까운 내 마음만 녹고 녹는다 .기적소리 끊어진 밤에 ..어차피 지워야 할 사랑은 꿈이였나 .첫눈이 내리는 날 안동역 앞에서 .만나자고 약속한 사람 .새벽부터 오는 눈이 무릎까지 덮는데 .안 오는 건지 못 오는 건지 대답 없는 사람아 .기다리는 내 마음만 녹고 녹는다 .기다리는 내 마음만 녹고 녹는다 .기다리는 안동역에서  .,0.06862139139771462,0.19800118763446808,0.021373479068279265,0.009044825439155102,0.15252544482549033,0.0662914589047432,-0.007250972092151642,-0.046834965546925865,-1,1,0,0,1,-1,1,-1
1353,1353,잠들기 전,31602115,사랑이 식었다고 말해도 돼,먼데이 키즈(Monday Kiz),사랑이 식었다고 말해도 돼,어떻게 보면 참.전쟁 같았다 우리.행복한 나날의.수만큼 아프게 했던.날들도 많았고.울렸던 날도 많았어.길었던 시간을 지켜줬던 .너야.너를 너무 사랑해서.그게 멀어지게 한 걸까.어리숙한 내 잘못인가 .사랑이 식었다고.솔직히 말해도 돼.가슴 뛰는 설렘이.네게.온 거라고 나보다.좋은 사람이.너에게 생긴 거라고 .다른 핑계겠지.우린 안 맞는다고.질리게 들었어 .네 맘이 떠나간 후로.혹시나 우리가.괜찮은 시절에 만나.잘해줬다면은 .우리 조금은 다를까.너를 너무 사랑해서.그게 멀어지게 한 걸까.철이 없는 내 욕심인가 .사랑이 식었다고.솔직히 말해도 돼.가슴 뛰는 설렘이.네게.온 거라고 나보다.좋은 사람이.너에게 생긴 거라고 .아침이 까맣도록 취해.잊으려 날 망가뜨려도 .남아 있는 너 .나보다 더 어디 가.좋아서 떠난 거니.인정하려 해봐도.미워.내가 좀 더 잘나서.성공할 때쯤.네 앞에 서 볼게.그때 넌 홀로이기를,0.09860863868594169,0.16725746948719025,0.11267712116241455,0.03123991746902466,0.21583759784698486,0.1947832852602005,0.024921889106432598,0.02473222961028417,-1,1,0,0,1,-1,1,-1
1354,1354,잠들기 전,30512359,첫눈처럼 너에게 가겠다,에일리(AILEE),도깨비 (tvN 금토드라마) OST - Part.9,널 품기 전 알지 못했다.내 머문 세상 이토록 찬란한 것을..작은 숨결로 닿은 사람.겁 없이 나를 불러준 사랑..몹시도 좋았다.너를 지켜보고 설레고.우습게 질투도 했던.평범한 모든 순간들이 ..캄캄한 영원.그 오랜 기다림 속으로.햇살처럼 니가 내렸다..널 놓기 전 알지 못했다.내 머문 세상 이토록 쓸쓸한 것을 ..고운 꽃이 피고 진 이 곳.다시는 없을 너라는 계절..욕심이 생겼다.너와 함께 살고 늙어가.주름진 손을 맞잡고.내 삶은 따뜻했었다고 ..단 한번 축복.그 짧은 마주침이 지나.빗물처럼 너는 울었다..한번쯤은 행복하고 싶었던 바람.너까지 울게 만들었을까..모두 잊고 살아가라.내가 널 찾을 테니.니 숨결 다시 나를 부를 때..잊지 않겠다.너를 지켜보고 설레고.우습게 질투도 했던.니가 준 모든 순간들을 ..언젠가 만날.우리 가장 행복할 그날.첫눈처럼 내가 가겠다..너에게 내가 가겠다,0.14415229518413544,0.24099324901103972,0.11882495880126953,0.04668781567811966,0.21184428532918295,0.152553528547287,0.0013734425107638042,0.0318704346815745,-1,1,0,0,1,-1,1,-1
1355,1355,잠들기 전,3612886,Marry Me,마크툽(MAKTUB),마크툽 프로젝트 Vol.03,비내리는 날엔.우산이 돼주고.어둠이 오면 빛이 돼줄게.추운 겨울이면.난로가 돼주고.더운 날엔 바람이 될게.잠이 들 때까지 머릴 만져줄게.니가 두려울 때마다 꼭 옆에 있어줄게.갑작스런 맘에 문득 떠나고 싶으면.내일 무슨 일이 있어도 함께 떠나줄게.Marry Me.내 손 잡아줄래요.Marry Me.나와 평생 함께 할래요.남은 나의 모든 삶..오직 그대 남자로 살고 싶어요.Marry Me darling.나와 결혼해줄래요.순간뿐이 아냐 많이 생각했어.헌데 내 사랑을 줄 수 있는 여잔.너밖에 없어.차갑고 어두운 험하고 쓸쓸한 세상 속.평생의 동반자로 함께 걸어가고 싶어.Marry Me.내 손 잡아줄래요.Marry Me.나와 평생 함께 할래요.남은 나의 모든 삶..오직 그대 남자로 살고 싶어요.Marry Me darling.나와 결혼해줄래요.내 안에 숨쉬는 아름 다운 그대.영원히 같은 꿈을 꾼다면 얼마나 좋을까.믿어요 Marry Me.그대와 함께 하는 매일이.내겐 천국이죠.나와 결혼해줄래요.비내리는 날엔.우산이 돼주고.어둠이 오면 빛이 돼줄게,0.08701733906269074,0.1556748237133026,0.10495020151138305,0.023392135989665986,0.20647344986597696,0.12033379822969437,0.033720175425211586,-0.02851857990026474,-1,1,0,0,1,-1,1,-1
1356,1356,잠들기 전,530124,삭제,이승기,나방의 꿈,헤어진 다음날 니 목소리 없이.아침에 혼자 눈을 뜨게 된거야.실감이 안나 전화기를 켜보니.니 사진은 우리 둘 사진은.그대로 있는데 여기 있는데.어떡해 벌써 보고 싶은데.이젠 지워야겠지 모두 지워야겠지.웃는 너의 사진을 행복한 우리 사진을.한장씩 너를 지울 때마다 가슴이 아려와.너의 사진이 점점 흐려져.사진 속 너를 불러도 보고 너를 만져도 보고.너무 잔인한 일이야 너를 지우는 일.그대로 있는데 웃고 있는데.사진 속 니가 웃고 있는데.이땐 행복했나봐 이땐 몰랐었나봐.우린 좋았었는데 우린 좋았을텐데.한장씩 너를 지울 때마다 가슴이 아려와.너의 사진이 점점 흐려져.사진 속 너를 불러도 보고 너를 만져도 보고.너무 잔인한 일이야너를 지우는 일.이젠 눈 감고 널 지워.어차피 우린 아닌 거잖아.이젠 눈 감고 널 지워.마지막 사진 한장 뿐.마지막 너의 얼굴이 보여 너무 아름다워요.이제 다시는 볼 수 없음에.한번 더 너를 불러도 보고 너를 만져도 보고.너무 잔인한 일이지만은.널 지웠어,0.06879507262706756,0.12785816003084183,0.07722736597061157,-0.008282126146554946,0.19613879919052124,0.14342236518859863,-0.033728654185930886,-0.02514420449733734,-1,1,0,0,1,-1,1,-1
1357,1357,잠들기 전,80076144,가시,버즈,Buzz Effect,너 없는 지금도 눈부신 하늘과 눈부시게 웃는 사람들.나의 헤어짐을 모르는 세상은 슬프도록 그대로인데..시간마저 데려가지 못하게 나만은 널 보내지 못했나봐.가시처럼 깊게 박힌 기억은 아파도 아픈줄 모르고..그대 기억이 지난 사랑이 .내 안을 파고드는 가시가 되어.제발 가라고 아주 가라고 애써도 나를 괴롭히는데..아픈만큼 너를 잊게 된다면 차라리 앓고 나면 그만인데.가시처럼 깊게 박힌 기억은 아파도 아픈줄 모르고..그대 기억이 지난 사랑이 .내 안을 파고드는 가시가 되어.제발 가라고 아주 가라고 애써도 나를 괴롭히는데..너무 사랑했던 나를  크게 두려웠던 나를.미치도록 너를 그리워했던 날 이제는 놓아줘..보이지 않아 내 안에 숨어 .잊으려 하면 할수록 더 아파와.제발 가라고 아주 가라고 애써도 나를 괴롭히는데.,0.13666809654310347,0.23689327050447462,0.1108129382133484,0.01008464206457138,0.21008676290512085,0.13444478809833527,0.03913872689008713,0.030783794820308685,-1,1,0,0,1,-1,1,-1
1358,1358,잠들기 전,71992,이미 슬픈 사랑,야다(Yada),Wear To Healing,.널 볼수 있어 행복했었지.그대가 날 위해 있어준 시간 만큼.너의 부모님께 전해 들었지.나 아닌 사람과 결혼하게 된 걸..너 그렇게 힘든데.내게 말 못하고 울고 있던게 생각나..떠나는 그대여 울지말아요 슬퍼말아요 .내가 단념할게요 마음 편히 가시도록.내 사랑 그대가 날떠나 행복 할수 있다면 .내가 떠나갈게요 나의 그대 삶의 축복을..너무 걱정마 철없던 내가.너 없이 무엇도 할수는 없지만..넌 널위해 살아줘.나는 어떻게든 살아갈 수 있을거야..떠나는 그대여 울지말아요 슬퍼말아요 .내가 단념할게요 마음 편히 가시도록.내 사랑 그대가 날떠나 행복 할수 있다면 .내가 떠나갈게요 그대 만난 느낀 기억도..내가 가질 행복도 모두 가져가세요.나의 그대 삶에 축복을.,0.1035130556344986,0.1804546113729477,0.13876442909240722,0.05626667101383209,0.25123459100723267,0.1841174215078354,0.04107817759116491,0.018403850495815277,-1,1,0,0,1,-1,1,-1
1359,1359,밤/새벽,80122085,Ride (Feat. L.Wan),에픽하이 (EPIK HIGH),Swan Songs,[Song].Baby~ Baby baby baby~.너를 타는게 참 좋아 Baby.Baby~ Baby baby baby~.너와 달리는게 좋아 Baby~..[Tablo].일과도 끝나고 떠나 보고파도.그 좁은 차도위로 where you gonna go?.Tablo Skateboard타고.Brake도 없다고 거리위로 큰파도.가슴은 두근두근 주변 사람은 수근수근.내 발밑에 뜬 근두운.작은 꿈을 꾸는 나 맘이 편해져 when i'm with ya.같은 곳을 향해 사랑의 평행선을 그리자.Rail Slidin' Kick Flipin' Grindin'.난 상관없어 저 규칙의 사이렌.내 멋대로 살아요 내 천사는 그의 날개를 발목에 달았죠..[Song].Baby~ Baby baby baby~.너를 타는게 참 좋아 Baby.Baby~ Baby baby baby~.너와 달리는게 좋아 Baby~..[Bridge].I wanna ride with you My Baby~.(On Ma Skateboard  On ma Scooter  In Ma Car).Epik High Mithra  Tukutz  Tablo!..[Mithra 진].오늘도 달려 나의 스쿠터는 바람속을 갈라.속도는 좀 느리다해도 외관은 달라 .마치 탱크와도 같은 강인함속에.나와는 착 달라붙는 호흡 만족해.꽉 막힌 이 도시를 누비며 달려 어느 곳이든.부르릉 엔진 소리는 불빛의 눈이 모이는.도로의 흐름을 타고 외쳐 날 보라고.타 보라고 이 뒷자리의 주인을 찾노라고.난 원해 이 도시 새벽 공기를 가르며.두 팔로 날 안으며 바람 속에 둘만 남는 것.남은 건 남들의 쓴 시선을 다 받는 것.모두 웃어 넘길 그녀란 보석을 찾는 것..[Song].Baby~ Baby baby baby~.너를 타는게 참 좋아 Baby.Baby~ Baby baby baby~.너와 달리는게 좋아 Baby~..[Bridge].I wanna ride with you My Baby~.(On Ma Skateboard  On ma Scooter  In Ma Car).Epik High Mithra  Tukutz  Tablo!.,0.06947666775882244,0.16083026440679096,0.03218393325805664,-0.007738504219055175,0.1645815074443817,0.05675813555717468,0.02066975086927414,-0.04499069849650065,-1,1,-1,1,1,-1,1,-1
1360,1360,밤/새벽,31534171,어제의 나,연수,I Wanna Be Loved,하루 종일 그저 멍하니.아무 생각도 없는 채로.시들어진 요즘의 내 모습에.모른 척하고 있어.자연스럽게.어색한 게.무색한 것처럼.한숨뿐인 내 방안에 가끔.웃음 내려앉은 날엔.깊이 심어두었던 나의 내일이.고맙게도 피어나겠지만.자연스럽게.어색한 게.무색한 것처럼.잘못했던 게.많았던 날.또 거짓말처럼.힘들다.이런 말 하는 게 불안해도.혼자란.말보단 덜 아픈 말이라고.누군가 힘이 되어줄 거라고.늘 생각해도.어느새.물끄러미 추억 너머.행복했던 날 들여다보면.미소로 가득한 지난날들이.그림이 돼 피어나겠지만.자연스럽게.어색한 게.무색한 것처럼.잘못했던 게.많았던 날.또 거짓말처럼.힘들다.이런 말 하는 게 불안해도.혼자란.말보단 덜 아픈 말이라고.누군가.힘이 되어줄 거라고 늘 생각해도.어느새.괜찮아.이런 말 듣는 게 불편해도.혼자란.생각보다 날 아낄 거라고.사람들 모두가.나와 같을 거라고 말해도.매일 난.또다시 어제처럼,0.17208788948114961,0.2570732380867004,0.204474139213562,0.030406615664064884,0.2443136771519979,0.22619958221912384,0.10864855845769246,0.11531558632850647,-1,1,-1,1,1,-1,1,-1
1361,1361,잠들기 전,2675052,Like this,원더걸스,Wonder Party,.Like this yo Like this .위 아래로 흔들어 Like this.Like this yo Like this .몸을 돌려 좌우로 Like this..Like this yo Like this .파도처럼 내려가 Like this.Like this yo Like this .다같이 Stop 자 흔들어봐..나른하고 지치고 따분한 지친 일상을 벗어나.뭔가 상큼하고 새롭고 신나는 .일을 찾고 있다면..나를 어서 따라와 상쾌한 바람이 네게 들어와.너를 깨어나게 해줄게 .여기 내 손을 잡아 (오우)..Come on baby come on 귀를 열어봐 .feel it baby feel it 어서 느껴봐.Go on baby go on 용기를 내봐 .1 2 3 자 ready set go..Come on baby come on 귀를 열어봐 .feel it baby feel it 어서 느껴봐.Go on baby go on 용기를 내봐 .1 2 3 자 ready set go..Like this yo Like this .위 아래로 흔들어 Like this.Like this yo Like this .몸을 돌려 좌우로 Like this..Like this yo Like this .파도처럼 내려가 Like this.Like this yo Like this .다같이 Stop 자 흔들어봐..마음속에 있는 그 무거운 짐을 잠시 내려 놓고 .정말 자유롭게 나는 저 새처럼 .날아 보고 싶다면 ..걱정하지마 너의 두려운 고민을 다 잊게 해줄 .음악을 마시게 해줄게 .어서 나를 믿어봐 (오우)...Come on baby come on 귀를 열어봐 .feel it baby feel it 어서 느껴봐.Go on baby go on 용기를 내봐 .1 2 3 자 ready set go..Come on baby come on 귀를 열어봐 .feel it baby feel it 어서 느껴봐.Go on baby go on 용기를 내봐 .1 2 3 자 ready set go..Like this yo Like this .위 아래로 흔들어 Like this.Like this yo Like this .몸을 돌려 좌우로 Like this..Like this yo Like this .파도처럼 내려가 Like this.Like this yo Like this .다같이 Stop 자 흔들어봐..자 오른쪽으로 걸어봐 .두 발 손을 머리 어깨 치고 치고.다시 또 왼쪽으로 가 .두 발 발 짚고 일어나 짚고 일어나 ..자 오른쪽으로 걸어봐 .두 발 손을 머리 어깨 치고 치고.다시 또 왼쪽으로 가 .두 발 발 짚고 일어나 짚고 일어나 ..Like this yo Like this .위 아래로 흔들어 Like this.Like this yo Like this .몸을 돌려 좌우로 Like this..Like this yo Like this .파도처럼 내려가 Like this.Like this yo Like this .다같이 Stop 자 흔들어봐.,0.019888840210437776,0.06681882251501084,0.01510612666606903,-0.017108798432350157,0.12581481536229452,0.009714126586914062,0.00989525392651558,-0.0492785374323527,-1,1,0,0,1,-1,1,-1
1362,1362,잠들기 전,30300631,하이힐,브레이브걸스(Brave Girls),HIGH HEELS,Im a Sassy girl (Im a sassy girl).Im a Tough girl (Im a tough girl).Im a Pretty girl (Im a pretty girl) .Im a Foxy girl..눈빛은 도도하게 .걸음걸이 마저도 자신감이 넘쳐나게.표정은 아찔하게 .날 바라보는 너의 숨이 넘어가버리게  ..날 사랑하게 만들거야 .드디어 너를 위한 특별한 밤.꼭 내꺼로 만들거야 사랑해 너하나만..굽 높은 하이힐 날 좀 봐요 .그대가 좋아한다 해서 신었잖아요.섹시한 하이힐 빨주노초파남보 .아무거나 골라봐 널 위한 오늘 밤..high high high heels woo baby .비밀은 없어요 아무도 없어요.high high high heels woo baby .아무거나 골라봐 널 위한 오늘 밤..낮에는 너무 착하다가도 .해지면 발칙해지는 여자.오빠 선배 하다가도 .가끔은 야 할 줄 아는 여자..남자가 원하는 게 뭔지 아는 여자.마냥 아이 같다가도 .남자를 다룰 줄 아는 여자.날 사랑하게 만들거야 .드디어 너를 위한 특별한 밤.꼭 내꺼로 만들거야 사랑해 너하나만.굽 높은 하이힐 날 좀 봐요 .그대가 좋아한다 해서 신었잖아요.섹시한 하이힐 빨주노초파남보 .아무거나 골라봐 널 위한 오늘 밤..high high high heels woo baby .비밀은 없어요 아무도 없어요.high high high heels woo baby .아무거나 골라봐 널 위한 오늘 밤..하고 싶은 것 하고 싶은 말 .하고 싶을 때 다 하.는 여자.난 그렇게 살 거야 .그 누구 눈치도 보지 않고 .당당하게 Yeah ..high high high heels woo baby .비밀은 없어요 아무도 없어요.high high high heels woo baby .아무거나 골라봐 널 위한 오늘 밤..Im a Sassy girl (Im a sassy girl).Im a Tough girl (Im a tough girl).Im a Pretty girl (Im a pretty girl) .Im a Foxy girl.high high high heels,0.06391612939983607,0.12278854135870934,0.016674360632896422,-0.0034291152238845823,0.15266293287277222,0.08962065726518631,-0.05090202887852987,-0.07248629132906596,-1,1,0,0,1,-1,1,-1
1363,1363,잠들기 전,489055,Monologue,버즈,Morning Of Buzz,다 잊었다는 거짓말 또 해 버렸죠 .내 마음에 그대란 사람 없다고 했죠 .너무나 쉽게 잊혀졌다고 이젠 남이라고 ..서툰 내 사랑에 지쳐 떠난 그대 .너무 많이 울려서 잡을 용기조차 낼 수 없었죠 .미안해요 내 사랑아 ..다신 나 같은 사람 만나지 마요 .혹시 찾아가도 두 번다시 나를 허락 해주지마요 .그댄 여리고 너무 착해서 싫단 말도 잘 못하는데 .많이 부족한 나를 사랑한 그대 .이거면 됐어요 더 이상은 그대 불행하지 않도록 .나 이쯤에서 없어지는게 그댈 위한 나의 사랑인걸요 ..너무 투명해서 때론 불안했죠 .제멋대로 살아온 나를 감당할 수 없을거 같죠 .미안해요 내 사랑아 ..다신 나같은 사람 만나지 마요 .혹시 찾아가도 두 번 다시 나를 허락 해주지 마요 .그댄 여리고 너무 착해서 싫단 말도 잘못하는데 .고마웠어요 나를 사랑해줘서 .나같은 사람이 두 번다시 감히 받을 수 없는 사랑 .그대 때문에 행복했어요 ..울지마요 그대 잘생각해봐요 .나쁜일들만 가득했던 우리 다 잊어야 해요 ..많이 부족한 나를 사랑한 그대 이거면 됐어요 .더 이상은 그대 불행하지 않도록 .나 이쯤에서 없어지는게 그댈 위한 나의 사랑인걸요 .,0.11659426201581954,0.18597238619327544,0.10397083759307861,0.024435209077596665,0.22060688336690268,0.14811937510967255,0.022848693033059437,0.02223007877667745,-1,1,0,0,1,-1,1,-1
1364,1364,잠들기 전,78647,너 그럴때면,이브(Eve),Eve,울고 싶을 때 너무나 속상할 때.친구들이 너의 마음을 몰라줄 때.많이 힘들때 주저 앉고 싶을 때.집으로 가는 길이 멀게만 느낄 때..그럴땐 나를 생각해.너 초라해진대도.세상이 다 너를 외면한대도.나는 널 위해 사는걸.정말 널 위해 사는걸.내가 처음 고백한 그 날부터 .언제까지나..나를 알겠니 넌 혼자가 아니야.알 수 있다면 다시는 슬퍼하지마..그럴 땐 나를 생각해.너 초라해진대도.세상이 다 너를 외면한대도.나는 널 위해 사는 걸.정말 널 위해 사는 걸.내가 처음 고백한 그 날부터 .언제까지나..나는 널 위해 사는걸 .정말 널 위해 사는걸.내가 처음 고백한 그 날부터 .언제까지나.,0.043827365678548814,0.12144650105834007,0.06249575018882751,0.013785186935961247,0.156520942846934,0.13034719228744507,-0.014761053025722504,-0.017409145832061768,-1,1,0,0,1,-1,1,-1
1365,1365,잠들기 전,26378,화장을 고치고,왁스(Wax),Wax02,.우연히 날 찾아와 사랑만 남기고 간 너.하루가 지나 몇해가 흘러도 아무 소식도 없는데.세월에 변해 버린 날 보며 실망 할까봐.오늘도 나는 설레이는 맘으로 화장을 다시 고치곤 해..아무것도 난 해준게 없어 받기만 했을뿐 그래서 미안해.나같은 여자를 왜 사랑 했는지 왜 떠나야 했는지.어떻게든 우린 다시 사랑해야해..살다가 널 만나면 모질게 따지고 싶어.힘든세상에 나 홀로 남겨두고 왜 연락 한번 없었느냐고..아무것도 난 해준게 없어 받기만 했을뿐 그래서 미안해.나같은 여자를 왜 사랑 했는지 왜 떠나야 했는지.어떻게든 우린 다시 사랑해야해..그땐 너무 어려서 몰랐던 사랑을 이제야 알겠어.보잘것 없지만 널위해 남겨둔 내 사랑을 받아줘..어떻게든 우린 다시 사랑 해야해.,0.06910451163053513,0.13212261308431625,0.1480208992958069,0.04316850375831127,0.2694060206413269,0.21971040964126587,0.06291488309701283,0.04747857650121053,-1,1,0,0,1,-1,1,-1
1366,1366,잠들기 전,6019947,반하겠어 (Crush on U),BAE173 (비에이이일칠삼),INTERSECTION : SPARK,BAE173 hit it get it.Oh my God.너 같은 여잔 처음인 것 같아.뭔가 좀 특별해.눈빛이 반짝이는 게 자꾸 궁금하게.Oh my Gosh.말투 걸음걸이까지 완벽한 게.좋은 향수를 잘 고를 것 같아.아님 타고난 향이.화이트 머스크라든가.예쁘다는 말은 조금 흔한 느낌이야.화려한 메이크업보다.너 자체로도 빛이 나.수많은 사람들 속에.너만 딱 너만 딱 보여 난.넌 그냥 있으면 돼 내가 갈 테니까.이러다 반하겠어.네가 예뻐 보이잖아.이러다 큰일나겠어.사랑하고 싶어져 나.I've got Crush on U.Got Crush on U.빠져버린 것 같아.Maybe I'm Crush on U.사실 나도 사랑 따윈 안 믿어.다칠만큼 다쳐봤거든.첫눈에 반한다는 동화 같은 얘기.믿어본 적도 없거든.그래서 하는 말이야.시간 낭비하지 말잔 말이야.솔직히 말하자면 떨려서 미치겠거든.You've got me stuck on you.이러다 반하겠어.네가 예뻐 보이잖아.이러다 큰일 나겠어.사랑하고 싶어져 나.I've got Crush on U.Got Crush on U.빠져버린 것 같아.Maybe I'm Crush on U.I wanna be with you.I wanna stick with you girl.진짜 미쳤나 봐 너 밖에 안 보이잖아.이러다 반해 반해 반하겠어.가볍게 보지 말아.나 정말 진심이야.나 대단한 놈은 아니지만.널 누구보다 빛나게 해줄게.좀 낯간지럽지만 말해볼게.내가 널 좋아한다고.지금 고백하는 거라고.이러다 반하겠어.네가 예뻐 보이잖아.이러다 큰일 나겠어.사랑하고 싶어져 나.I've got Crush on U.Got Crush on U.빠져버린 것 같아.Maybe I'm Crush on U.진짜 미쳤나 봐 너 밖에 안 보이잖아.반해버린 것 같아.사랑에 빠진 것 같아.Maybe I'm crush on U,0.08486189503669739,0.14516453255414963,0.1219668984413147,0.02006209824681282,0.21180317799250284,0.17312312126159668,0.05127650002638499,0.06390538314978282,-1,1,0,0,1,-1,1,-1
